Timestamp,time,use [kW],gen [kW],House overall [kW],Dishwasher [kW],Furnace 1 [kW],Furnace 2 [kW],Home office [kW],Fridge [kW],Wine cellar [kW],Garage door [kW],Kitchen 12 [kW],Kitchen 14 [kW],Kitchen 38 [kW],Barn [kW],Well [kW],Microwave [kW],Living room [kW],Solar [kW],temperature,humidity,visibility,apparentTemperature,pressure,windSpeed,windBearing,precipIntensity,dewPoint,precipProbability
2016-01-01 05:00:00,1451626199.5,1.1872757962944445,0.038035379610833336,1.1872757962944445,0.05508668799805555,0.2090511249988889,0.23601785186000002,0.09181489814277777,0.06646410185166667,0.019765925928333334,0.013373004632222223,0.000653768443611111,0.011105172003333334,1.1208416666666666e-05,0.09704880092694444,0.022192773211388888,0.008845916663333333,0.048254722218611115,0.038035379610833336,33.01033888888889,0.6097277777777778,9.905266666666666,26.325955555555556,1013.3239666666667,7.733644444444444,250.48666666666668,3.544444444444445e-05,20.92341111111111,0.0006444444444444444
2016-01-01 06:00:00,1451629799.5,1.1196945648136112,0.08024053704777777,1.1196945648136112,0.04492904620194445,0.23706220833333333,0.2519435138863889,0.1314195972236111,0.0524067453775,0.019161884250555556,0.013600777778333333,0.0006873101341666666,0.009341811546666667,1.0319111111111111e-05,0.05284657868861111,0.022645574116944445,0.0141169074125,0.04314409259416667,0.08024053704777777,18.775005555555556,0.5840222222222222,9.916805555555555,9.766472222222223,1024.1611611111111,8.287394444444445,293.82722222222225,0.0,6.187988888888889,0.0
2016-01-01 07:00:00,1451633399.5,0.9534787268611111,0.0745600925925,0.9534787268611111,0.036511902343055555,0.22525162499749998,0.2045168333338889,0.1004711157475,0.06645153240722222,0.017028375000833335,0.013425203700833332,0.0005606018705555555,0.009574787818333333,9.518166666666666e-06,0.06569333333277778,0.011259986180555554,0.011653263903333334,0.05029087500611112,0.0745600925925,24.236133333333335,0.6147055555555556,9.929494444444444,20.451155555555555,1027.5027666666667,3.83815,131.14277777777778,0.0,11.636816666666666,0.0
2016-01-01 08:00:00,1451636999.5,1.0803229953830555,0.013110129639722221,1.0803229953830555,0.030701214137500002,0.15748844444555557,0.18738693981972224,0.09720187962666667,0.05751654630111111,0.021887268525277778,0.014500393517500001,0.0006499027588888888,0.010505139633055554,9.050583333333334e-06,0.09953645370583332,0.016838717651111113,0.007534925927777778,0.057833902781944446,0.013110129639722221,39.9569,0.7849444444444444,8.501144444444444,36.09710555555556,1012.8715611111112,6.648811111111112,116.13888888888889,0.010006611111111112,33.59920555555556,0.14741666666666667
2016-01-01 09:00:00,1451640599.5,1.0648342546252778,0.04661462500527778,1.0648342546252778,0.04240594221444444,0.2365794768486111,0.27274782870083336,0.09908188426472223,0.05782006481722222,0.015738185191944445,0.01337365740361111,0.000587027805,0.008596700166666667,9.838194444444444e-06,0.034658805549166664,0.017822027827222222,0.009481888884444444,0.058562282414444444,0.04661462500527778,24.46368888888889,0.5628777777777777,9.119566666666667,15.937555555555557,1010.9602666666667,9.551461111111111,241.29444444444445,0.00038505555555555553,10.398066666666667,0.014661111111111111
2016-01-01 10:00:00,1451644199.5,0.9294201944455555,0.06564759721861112,0.9294201944455555,0.029307109667777775,0.2393143888983333,0.23888229628944446,0.09983637037000001,0.044690583329166665,0.017458277775277777,0.013834365744722221,0.001389125013611111,0.008813366484722222,9.907305555555555e-06,0.035565134263055555,0.011982837955,0.007528638902777778,0.027013828695555558,0.06564759721861112,28.374861111111112,0.7125499999999999,9.075933333333333,24.01865,1009.6983833333334,4.522333333333333,153.1461111111111,0.0036237222222222226,20.005300000000002,0.08046666666666667
2016-01-01 11:00:00,1451647799.5,1.1550075925941665,0.028671717605277775,1.1550075925941665,0.045200248605555556,0.21446180092916667,0.2211254398075,0.09901258795972222,0.06151724073361111,0.02113297685388889,0.013962694448888887,0.0011485786902777778,0.008863570026666667,9.203e-06,0.07283694445083333,0.019237953698055553,0.010712398151111111,0.06882511573833333,0.028671717605277775,28.35647777777778,0.6415000000000001,9.244666666666667,20.293733333333336,1006.3090444444445,9.215438888888889,257.4327777777778,0.00024133333333333334,17.467972222222222,0.007661111111111111
2016-01-01 12:00:00,1451651399.5,1.2207017361077779,0.0802105601738889,1.2207017361077779,0.01872876535027778,0.3258675601836111,0.31609411110194446,0.10866273148861111,0.048959171291944444,0.01889156944416667,0.01321148148138889,0.003496314956944444,0.006697750697777778,1.0370527777777777e-05,0.0670853888875,0.018486597345,0.007300949079166666,0.03632027301,0.0802105601738889,22.00583333333333,0.52045,9.885105555555555,10.514022222222223,1016.3626944444445,12.267061111111111,300.81166666666667,0.0,6.795983333333334,0.0
2016-01-01 13:00:00,1451654999.5,0.9316756249888889,0.076077898135,0.9316756249888889,0.020251212050833335,0.2539760601925,0.272339319445,0.06371365277638888,0.042600976854444444,0.017022263884722222,0.013646870375555556,0.0064184027727777785,0.0032577419466666663,1.0221805555555555e-05,0.08402968519138888,0.012538138892777778,0.005267986131666667,0.02177002314722222,0.076077898135,22.17765,0.5175277777777778,9.493611111111111,11.738722222222222,1017.6796444444445,10.2987,127.01222222222222,0.00022394444444444445,6.929744444444445,0.007894444444444444
2016-01-01 14:00:00,1451658599.5,1.1168336342605556,0.07899331020138889,1.1168336342605556,0.06950631408777778,0.22491131944722223,0.22288905554916666,0.07385019907555557,0.061364703708333336,0.018480305553055555,0.013829300928611113,0.008231064810555556,0.004598681856111111,9.972e-06,0.09684319445166667,0.026374754621666663,0.015367976876666667,0.03960931018666666,0.07899331020138889,29.831244444444444,0.5804444444444444,9.889011111111111,24.130394444444445,1018.5628222222223,6.190449999999999,239.90777777777777,1.611111111111111e-05,16.211472222222223,0.0001611111111111111
