Timestamp,time,use [kW],gen [kW],House overall [kW],Dishwasher [kW],Furnace 1 [kW],Furnace 2 [kW],Home office [kW],Fridge [kW],Wine cellar [kW],Garage door [kW],Kitchen 12 [kW],Kitchen 14 [kW],Kitchen 38 [kW],Barn [kW],Well [kW],Microwave [kW],Living room [kW],Solar [kW],temperature,humidity,visibility,apparentTemperature,pressure,windSpeed,windBearing,precipIntensity,dewPoint,precipProbability,hour,day_of_week,day_of_month,month,Kitchen_Total_kW,Furnace_Total_kW,lag_1h,lag_24h,rolling_mean_3h,rolling_mean_24h
2016-01-02 05:00:00,0.17175060381077856,0.10175811294054468,0.6149909462055353,0.10175811294054468,0.47829326484772766,0.016280960228917563,0.40683025517665705,0.12225291652548304,0.07590743968605412,0.06161881852680927,0.10330706629617237,0.003785385804326619,0.28721852886663757,0.45664079700572446,0.04572447616592534,0.19292944573111828,0.030803845093138896,0.1379553046969571,0.6149909462055353,0.33687456398728777,0.2493634576336739,0.9958407361984738,0.3456346689021197,0.6220632564956361,0.46736590832179975,0.874925397428246,0.0,0.2888672684791916,0.0,0.21739130434782608,0.8333333333333334,0.06451612903225806,0.08333333333333333,0.7476447116766887,0.4231112154055746,0.12238243852507372,0.21210266355239146,0.16540862153431254,0.1978297217225045
2016-01-02 05:15:00,0.17353967260032732,0.1195269095075239,0.08547615367925979,0.1195269095075239,0.0001602589314939952,0.0,0.42542290002853644,0.22728941567085356,0.04786955100613516,0.0714990836436324,0.04834693863884432,0.0017246369694890774,0.3684586158885537,0.465695178335535,0.019363193765840683,0.09395078404913812,0.07856771876334948,0.3393910086400733,0.08547615367925979,0.3369305189520192,0.341960228188352,0.9519796749276299,0.39388814892045754,0.6503182849945723,0.14383695348948738,0.28827111930985844,0.0,0.32381094129144256,0.0,0.21739130434782608,0.8333333333333334,0.06451612903225806,0.08333333333333333,0.8358784311935779,0.42542290002853644,0.1237029190863943,0.27336984893462957,0.16238693895867462,0.19622719110347212
2016-01-02 05:30:00,0.17532874139033083,0.12231837366031309,0.5727644213577461,0.12231837366031309,0.00024416603075995,0.011796073625217104,0.513418288420835,0.059229631584870435,0.08402101403259005,0.15333511906094766,0.057646636707777366,0.00388157296922191,0.28067313262817106,0.5826315499779833,0.01688269290008919,0.1854396185841206,0.2010408234330498,0.47018261466590094,0.5727644213577461,0.40375891403767145,0.5019176845972861,0.8845357927919757,0.414552152226698,0.5831970630338752,0.4605504636731396,0.0346562856057729,0.0027954927119323396,0.4333560016127286,0.0050125313283208035,0.21739130434782608,0.8333333333333334,0.06451612903225806,0.08333333333333333,0.8671862555753762,0.5252143620460521,0.24325602909956565,0.31096086056060623,0.15834506089382308,0.19426216519826076
2016-01-02 05:45:00,0.1771178101798796,0.19277806146712254,0.439775974100135,0.19277806146712254,0.5297260511098121,0.010581271279872344,0.7344608951865259,0.07394506796762929,0.12207222579852717,0.023024673775424026,0.07374759356901905,0.0038676765729394992,0.632740853731797,0.4539712681638046,0.013817081791130406,0.20633329393981797,0.044840688560384256,0.2636953092002717,0.439775974100135,0.3698170199984497,0.3167241434879298,1.0,0.3917956165885156,0.6052460282519867,0.3351516858600125,0.5503567359340242,0.0,0.3366611007638741,0.0,0.21739130434782608,0.8333333333333334,0.06451612903225806,0.08333333333333333,1.090579798468541,0.7450421664663982,0.20715281102161834,0.17306566983148786,0.15431031247160729,0.19446750261113196
2016-01-02 06:00:00,0.17890687896942836,0.16010414574287885,0.4703769181239999,0.16010414574287885,0.506269239824376,0.006160191937225626,0.49898952018966647,0.14898872201388588,0.22774336917179372,0.3477524320423801,0.03925734656677338,0.0018019342725289047,0.35621743829794994,0.5069215103478644,0.014989873430310746,0.19369439011208447,0.2465728983988675,0.12899624007834984,0.4703769181239999,0.3791115998759786,0.3230089921681116,0.9984721071749494,0.4497778927804973,0.637214616979648,0.05136980980924184,0.6578997341435625,0.0,0.349981086904559,0.0,0.2608695652173913,0.8333333333333334,0.06451612903225806,0.08333333333333333,0.8649408829183431,0.5051497121268921,0.10175811294054468,0.24190905068519955,0.16132610822615623,0.19361536818464942
2016-01-02 06:15:00,0.18069594775943187,0.10948055739565324,0.5359967337055835,0.10948055739565324,0.0008261044524525619,0.04289422204525143,0.5178807099323187,0.0817317802588576,0.055455331972978084,0.16214783504853297,0.09930169582435344,0.005906929726536922,0.21772269857882454,0.5895805812417436,0.01984138912150403,0.2922304218529446,0.03109543218206466,0.15881666825448187,0.5359967337055835,0.45120848190062784,0.19341218938344024,1.0,0.5039389801005304,0.6805515043089905,0.1131492150080279,0.7011420975530357,0.0,0.3628207295756573,0.0,0.2608695652173913,0.8333333333333334,0.06451612903225806,0.08333333333333333,0.8132102095471051,0.5607749319775701,0.1195269095075239,0.19465625358283503,0.15733536223418534,0.19272812134936626
2016-01-02 06:30:00,0.18248501654898064,0.24134640405329208,0.04853652531780886,0.24134640405329208,0.447520051045045,0.23902169987643754,0.4297029307739869,0.08353880025310481,0.09560619337615273,0.04731082726864061,0.08056223165019061,0.005771009271332638,0.18677021721074483,0.5136641347424042,0.024263702316173683,0.3510891566426319,0.5901987472312649,0.032169950951308424,0.04853652531780886,0.42544061506859926,0.5468462951622781,0.9651365298100087,0.4668595438457017,0.6259297203622687,0.34399082447967216,0.5181555531441593,0.0,0.46139630885422067,0.0,0.2608695652173913,0.8333333333333334,0.06451612903225806,0.08333333333333333,0.7062053612244817,0.6687246306504244,0.12231837366031309,0.3263130765098825,0.1604306772800281,0.19184305184461015
2016-01-02 06:45:00,0.1842740853385294,0.05988337374671959,0.6017734230543716,0.05988337374671959,0.0003905413737231767,0.2763738127565168,0.2626241685939896,0.043693935738633144,0.027594757391857405,0.04995367296234576,0.020927860768605755,0.002041859155368461,0.004195943356667987,0.5069077498899164,0.010991386419003407,0.03152650584241196,0.015060177529635066,0.0032663451147367274,0.6017734230543716,0.5446183919851173,0.5524543139845941,0.9560511287966822,0.5968722656928339,0.5293980049115952,0.13493161927264552,0.6963268406489068,0.0,0.5667533959837479,0.0,0.2608695652173913,0.8333333333333334,0.06451612903225806,0.08333333333333333,0.5131455524019528,0.5389979813505064,0.19277806146712254,0.13661094388597983,0.15030751135389167,0.1910438063223262
2016-01-02 07:00:00,0.18606315412853291,0.06630848790368493,0.7680149243255243,0.06630848790368493,0.00032921200266125707,0.26349143992743496,0.36297984808443984,0.043562070857659924,0.007541375642448778,0.05301841985016523,0.025565905380002918,0.0020540183995232317,0.0035190789765964037,0.46094782034346116,0.009099595447356473,0.06153526558260925,0.01514674697127169,0.0032383723216201955,0.7680149243255243,0.6201147197891637,0.45012408547394206,0.9486019195251238,0.654485341081291,0.58826720866373,0.14085274789406815,0.5390646193912431,0.02265820408618844,0.6034218242146379,0.07819548872180453,0.30434782608695654,0.8333333333333334,0.06451612903225806,0.08333333333333333,0.4665209177195808,0.6264712880118748,0.16010414574287885,0.1386820116321564,0.1456346821354426,0.1902899154501546
2016-01-02 07:15:00,0.18785222291808168,0.16695641014510829,0.11494892803669601,0.16695641014510829,0.0002565371536616273,0.06867318311277554,0.45296299047921174,0.052440008862113446,0.2622910165735731,0.08350587470225894,0.14490861614213102,0.0015884991487996594,0.2749681947125722,0.4977983267283135,0.020215988609198196,0.17571920196450713,0.13746162884372323,0.47558314061379997,0.11494892803669601,0.5899700120145723,0.6343184967931155,0.8912649606172454,0.6187562883209776,0.5726979694874714,0.23878575659878915,0.5158021811079161,0.0,0.6295901408188267,0.0,0.30434782608695654,0.8333333333333334,0.06451612903225806,0.08333333333333333,0.7743550205896854,0.5216361735919872,0.10948055739565324,0.2124334047737724,0.14923913972366876,0.18981619675610603
